Nr,Locus,Segregation,Phase,Classification,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
199,pPt-459335,<nnxnp>,{-1},"(nn,np)",np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,np,np,np,--,--,np,np,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,--,np,np,nn,nn,nn,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,np,np
200,pPt-539276,<nnxnp>,{-1},"(nn,np)",np,nn,np,nn,np,--,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,np,np
201,pPt-456574,<nnxnp>,{-1},"(nn,np)",np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,np,np
202,pPt-471856,<nnxnp>,{-1},"(nn,np)",np,nn,np,nn,np,--,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,np,np
203,pPt-457779,<nnxnp>,{-1},"(nn,np)",np,nn,np,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,np,np,nn,nn,np,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,np,np,np,np,np,np,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,np,np,np,np,np,np,np,nn,np,np,np,nn,np,nn,nn,nn,np,nn,nn,--,np,np,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,np,np,nn,nn,nn,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,np,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,np,nn,np,np,np
204,pPt-536257,<nnxnp>,{-0},"(nn,np)",nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,--,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,--,np,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,np,np,--,np,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,nn,np,nn,np,nn,nn,nn,np,np,nn,nn,np,np,nn,np,np,np,nn,np,np,np,nn,np,nn,--,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,nn
205,pPt-650705,<nnxnp>,{-0},"(nn,np)",nn,np,nn,nn,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,--,np,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,np,np,--,np,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,nn,--,np,nn,np,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,np,np,np,nn,nn,nn,np,nn,np,nn,--,nn,nn,nn,np,np,nn,nn,np,np,nn,np,np,np,nn,np,np,np,nn,np,nn,--,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,nn
206,pPt-536995,<nnxnp>,{-0},"(nn,np)",nn,np,nn,nn,nn,--,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn
207,pPt-534622,<nnxnp>,{-0},"(nn,np)",nn,np,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,--,nn,nn,--,nn,nn,--,np,np,np,nn,nn,nn,np,np,nn,--,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,--,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,--,np,np,np,np,nn,np,np,np,np,np,np,np,--,np,nn,--,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,np,np,np,np,np,--,nn,nn,np,--,nn,np,nn,nn,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn
208,pPt-653036,<nnxnp>,{-0},"(nn,np)",nn,np,--,--,nn,nn,nn,nn,np,nn,--,np,np,nn,nn,nn,np,--,nn,--,np,np,np,nn,nn,nn,np,np,nn,--,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,nn,np,--,np,--,nn,np,nn,np,nn,nn,--,nn,nn,np,nn,np,np,np,np,np,np,np,np,np,np,np,np,--,np,nn,--,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,nn,np,--,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,np,np,np,--,np,--,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,--,nn,nn,nn,nn,--,nn,nn
209,stsnp_c1_14109,<nnxnp>,{-0},"(nn,np)",nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,--,--,nn,nn,nn,nn,nn,nn,np,nn,np,nn,np,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,np,np,nn,nn,np,nn,np,nn,np,np,nn,np,np,np,--,nn,nn,--,--,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,np,np,np,np,np,np,nn,nn,np,np,nn,np,nn,nn,nn,np,nn,np,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,nn
210,stsnp_c1_12166,<nnxnp>,{-1},"(nn,np)",np,nn,np,np,np,np,--,np,nn,np,np,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,np,np,nn,nn,np,nn,np,nn,--,nn,np,np,np,np,np,np,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,nn,np,np,--,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,nn,nn,--,--,np,--,--,nn,nn,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,--,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np
211,pPt-540363,<nnxnp>,{-1},"(nn,np)",np,np,np,np,np,np,np,np,nn,np,np,nn,--,np,np,np,--,np,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,np,np,np,np,np,nn,np,nn,np,nn,np,nn,nn,nn,np,np,np,np,--,np,np,np,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,--,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,nn,np,np,np,np,np,nn,nn,np,np,nn,np,nn,nn,np,nn,np,np,nn,nn,np,nn,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,nn,np,np,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,np,np
212,stsnp_c1_8296,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,--,--,np,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,--,--,np,--,--,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,nn,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,nn,np,nn
213,stsnp_c1_5485,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,--,nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,--,--,np,--,--,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
214,stsnp_c1_5509,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,--,nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,--,--,np,--,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,--,np,np,nn
215,pPt-559141,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
216,pPt-654618,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,--,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
217,pPt-534465,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,--,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
218,toPt-438550,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,--,nn,nn,np,nn,nn,nn,nn,--,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,--,np,nn
219,toPt-439386,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,--,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
220,toPt-440196,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
221,toPt-440599,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
222,pPt-653047,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,--,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
223,pPt-651985,<nnxnp>,{-1},"(nn,np)",np,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,--,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
224,pPt-655827,<nnxnp>,{-1},"(nn,np)",np,np,np,--,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn
225,toPt-436952,<nnxnp>,{-1},"(nn,np)",np,np,np,--,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,--,np,np,np,--,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,--,nn,np,np,nn,np,np,nn,np,nn,nn,np,--,nn,np,--,np,np,nn,nn,nn,np,np,np,--,nn,nn,np,nn,nn,nn,nn,--,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,--,nn,np,nn,np,nn,np,nn,np,--,np,--,np,--,nn
226,toPt-439069,<nnxnp>,{-1},"(nn,np)",np,np,np,--,nn,np,np,np,nn,np,np,np,np,nn,np,np,--,np,nn,np,nn,nn,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,np,nn,--,--,np,np,--,np,nn,np,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,np,nn,np,np,np,np,np,nn,nn,nn,np,np,--,nn,np,np,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,nn,nn,nn,np,np,np,--,nn,nn,np,nn,nn,nn,nn,--,nn,nn,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,--,nn,--,nn,np,nn,np,nn,np,--,np,--,np,--,nn
